id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,formations,competences,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,accessibleTH,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,offresManqueCandidats,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,contact.nom,contact.coordonnees1,contact.coordonnees2,contact.coordonnees3,agence.courriel,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,entreprise.description,complementExercice,deplacementCode,deplacementLibelle,salaire.commentaire,salaire.complement1,entreprise.logo,entreprise.url,experienceCommentaire,langues,permis,contact.courriel,salaire.complement2
0504049,Chef de rayon produits non alimentaires (H/F),"Description du poste :
Salaire annuel 48 000 euros brut (3000€ Brut sur 13 mois + primes sur objectifs +participation + intéressement)
Vous aurez pour missions d'assurer :
L'animation et la gestion d'un rayon DPH
La mise en place et la bonne tenue des rayons
La réalisation des objectifs en matière de CA et de marges .
La gestion commerciale dans le respect de la politique d'enseigne
La gestion des achats directs et centrales.
Le management et la formation des équipes
Description du profil :
Personne confirmée et opérationnelle sur la gestion d'un rayon DPH
H/F de terrain commerçant gestionnaire et réel animateur d'équipe
Vous validez une expérience d'au moins 3 ans sur un poste équivalent
Dynamique motivé et rigoureux
Merci d'envoyer vos lettres de motivation et CV à l'adresse ci après***et***ou par courrier à l'adresse suivante SA SADAJUP 1001 rue Folard 84310 Morieres les Avignon",2023-03-05T07:48:32.000Z,2024-01-04T10:10:57.000Z,D1503,Management/gestion de rayon produits non alimentaires,Chef de rayon produits non alimentaires,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,84 - MORIERES LES AVIGNON,43.937796,4.902618,84310,84081,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0504049,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28363097?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Centre Commercial E.LECLERC de 6000 m2 de Morieres les Avignon (à 5 km d'Avignon Vaucluse 84)
Le centre E.Leclerc de Morières les Avignon emploie 150 salariés dans des métiers alimentaires et non-alimentaires. Il a été créé en 2012 et accueille chaque année plus de clients.
Les 529 adhérents E.Leclerc exploitant 662 magasins indépendants en France, emploient 129.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 37,75 milliards d'euros (hors carbura...",,,,,,,,,,,,
0504032,Employé / Employée de libre-service (H/F),"Description du poste :
Sous le contrôle du Responsable de Secteur, vous assurez la présentation générale du rayon:
- Mise en rayon, rotation des produits, affichage prix, « facing », dans le respect des règles de merchandising.
Vous veillez à la propreté du rayon dans le respect des règles d'hygiène.
Vous assurez la bonne gestion du rayon, rangement de la réserve et remontez toute anomalie à votre Responsable pour ainsi contribuer au développement du chiffre d'affaires du rayon.
Garant de la bonne image du magasin, vous accueillez, renseignez le client et l'orientez vers le bon interlocuteur.
Description du profil :
Une première expérience sur un poste similaire serait un plus.
Ponctuel(le) et rigoureux(se), vous êtes autonome, polyvalent(e) et organisé(e).
Dynamique, vous êtes doté(e) d'un bon relationnel et avez le sens du client.",2023-03-05T07:48:26.000Z,2024-01-04T09:56:57.000Z,D1507,Mise en rayon libre-service,Employé / Employée de libre-service,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,06 - CANNES,43.555468,7.004585,06150,06029,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0504032,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361375?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc Cannes recrute un(e) employé(e) commercial(e) sur le rayon non alimentaire(bazar).
Passionné(é) par votre métier rejoignez-nous",,,,,,,,,,,,
0503972,Directeur / Directrice de magasin de détail (H/F),"Description du poste :
Dans le respect de la politique de l'enseigne, en adéquation avec les impératifs locaux et en étroite relation avec le PDG du centre E. LECLERC auquel vous êtes rattaché, vous organisez et coordonnez les activités du magasin. Vous avez notamment la responsabilité du périmètre commercial, des Ressources Humaines, du Management et du compte d'exploitation de l'ensemble des activités.
A ce titre, vos missions sont les suivantes :***Garantir la mise en œuvre du concept commercial et la stratégie de l'entreprise ainsi que le respect des valeurs humaines auprès de vos clients et de vos collaborateurs.
* Fédérer vos équipes (90 personnes) autour d'un même niveau d'engagement et dans une relation centrée client.
* Veiller au respect des règles et des procédures au sein du magasin (certification de services, hygiène et sécurité, démarque, règles sociales .).
Vous contribuez à garantir la fidélisation de la clientèle par vos actions commerciales et managériales.
Description du profil :
Doté d'un sens appuyé du commerce, vous êtes fort de plusieurs années d'expérience en tant que directeur, directeur adjoint ou chef de département idéalement en grande distribution. Une connaissance de l'enseigne E. Leclerc serait un plus.
Vous possédez des qualités de gestionnaire, de leadership, de prise de responsabilités et de communication. Vous êtes rigoureux, motivé et faites preuve d'initiative.
Salaire selon profil et expérience. Rejoignez-nous en postulant via ce portail recrutement !",2023-03-05T07:48:08.000Z,2024-01-04T09:58:06.000Z,D1301,Management de magasin de détail,Directeur / Directrice de magasin de détail,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,77 - OZOIR LA FERRIERE,48.767283,2.673278,77330,77350,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503972,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361626?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de Ozoir la Ferrière emploie 90 salariés dans des métiers alimentaires et non-alimentaires. Il a été créé en 1986 et accueille chaque année de nombreux clients.
Les 533 adhérents E.Leclerc exploitant 726 magasins indépendants en France, emploient 140.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 41 milliards d'euros (hors carburant) en 2021 et est le leader de la distribution française avec une part de marché de 22.5%.
Empl...",,,,,,,,,,,,
0503965,Préparateur / Préparatrice de commandes (H/F),"Description du poste :
En tant que préparateur(trice) de commandes, vous procédez au rangement des produits dans les rayonnages et/ou dans les chambres froides.
Vous préparez les commandes des clients (mise en bacs des produits commandés à l'aide de la scannette) et assurez leur distribution lors de la livraison (chargement dans le coffre du client).
Auprès de votre Responsable de rayon, vous démontrez que vous êtes ponctuel(le), sérieux(se), autonome, polyvalent(e) et organisé(e).
Avoir des connaissances élémentaires dans la préparation des commandes serait un plus.
Description du profil :
Salaire sur 13 mois + Intéressement/Participation
Vous êtes dynamique, rigoureux et avez l'esprit d'équipe... rejoignez-nous en postulant via ce portail de recrutement !",2023-03-05T07:48:06.000Z,2024-01-04T10:06:29.000Z,N1103,Magasinage et préparation de commandes,Préparateur / Préparatrice de commandes,CDD,Contrat à durée déterminée - 6 Mois,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,04 - MANOSQUE,43.825445,5.784052,04100,04112,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503965,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28362987?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de MANOSQUE emploie 200 salariés dans des métiers alimentaires et non-alimentaires. Il a été créé en 2000 et accueille chaque année plus de 2 MILLIONS de clients.
Avec 721 magasins, 135.000 collaborateurs et 536 adhérents en France, E.Leclerc est leader de la distribution en France, avec une part de marché de 21,6 % et un chiffre d'affaires de 48,2 milliards d'euros en 2021.
Les adhérents du Mouvement E.Leclerc, entrepreneurs indépendants, partagent u...",,,,,,,,,,,,
0503963,Boulanger / Boulangère (H/F),"Description du poste :
Le magasin E.Leclerc de Templeuve recherche un Boulanger (H/F) en CDI 36H45.
Véritable artisan, vous façonnez, innovez, dans le but de rendre toujours plus attractif votre rayon.
Sous la responsabilité du Responsable Boulangerie vous êtes amené à :
- réaliser toutes les étapes nécessaires à la fabrication des produits proposés à la vente.
- maitriser les spécificités des produits que vous transformez de la matière première à la présentation finale.
- veiller au respect des règles d'hygiène et de traçabilité.
Notre boulangerie est 100% bio !
Description du profil :
Rigoureux(se) et organisé(e), vous aimez le travail d'équipe.
Diplômé(e) CAP ou BEP Boulangerie (ou Boulangerie/Pâtisserie) avec une expérience significative, vous maîtrisez notamment la fabrication en boulangerie, le façonnage et la cuisson.
Une expérience en grande distribution serait appréciée.",2023-03-05T07:48:05.000Z,2024-01-04T09:55:37.000Z,D1102,Boulangerie - viennoiserie,Boulanger / Boulangère,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,59 - TEMPLEUVE EN PEVELE,50.534565,3.170614,59242,59586,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503963,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361207?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le groupe E.Leclerc est enseigne de grande distribution française crée en 1949 en Bretagne, par Édouard Leclerc. Après son décès en 2012, c'est son fils, Michel-Edouard Leclerc qui prend sa place de Président Directeur Général.
L'entreprise communément appelée « Leclerc » s'est développée à l'international et possède aujourd'hui des magasins dans de nombreux pays d'Europe tels que l'Italie, l'Andorre, le Portugal, la Pologne, la Slovénie et l'Espagne. Elle compte aujou...",,,,,,,,,,,,
0503914,Responsable rayon bazar (H/F),"Description du poste :
Vous êtes passionné par les nouvelles technologies, l'informatique, la téléphonie ?
Vous vous intéressez aux tendances et nouveautés en électroménager, TV, etc. ?
Vous avez une bonne connaissance des produits techniques et multimédia ?
Ce poste est fait pour vous !
Le magasin E.Leclerc de Schiltigheim recherche un(e) Responsable pour son rayon Techniques/Multimédia (informatique, électroménager, Tv, téléphonie, nouvelles technologies).
Vous encadrerez une équipe de 4 personnes.
Vous aurez les missions suivantes :
Fonction gestion :***Maîtriser les techniques de gestion (calculs commerciaux)***Commander la marchandise (négociation fournisseur) et lutter contre les ruptures***Gérer le compte d'exploitation de son rayon (frais de personnel, marge, etc.)***Maîtriser l'informatique de gestion : outils informatisés de suivi des ventes, d'achats, de marge et de rentabilité***Fixer ses prix de vente***Maîtriser toutes les règles commerciales liées à la réglementation de son rayon (DGCCRF)***Piloter et animer les outils de service
Fonction commerciale :***Analyser les parts de marché, les études marketing et déterminer une stratégie commerciale avec son supérieur hiérarchique***Analyser la concurrence (relevé de prix, relevé d'implantation)***Déterminer le plan d'implantation de ses produits et de ses opérations commerciales***Faire respecter la réglementation en vigueur en matière d'hygiène, de sécurité et de normes produits (guide des bonnes pratiques)***Planifier, déléguer et contrôler le travail de son adjoint et/ou de son équipe.***Informer, conseiller et fidéliser la clientèle***Améliorer la relation-client (accueil, gestion de la réclamation, etc.)
Fonction management :***Recruter et intégrer les nouveaux collaborateurs***Animer et motiver l'équipe en fonction des objectifs fixés par la direction***Evaluer les compétences professionnelles de ses collaborateurs.***Vous encadrez l'équipe de votre secteur, à vous d'orchestrer les compétences et les savoir-faire de vos collaborateurs !
Description du profil :
Vous avez le sens du management et savez déléguer tout en contrôlant la situation ? Vous êtes une personne rigoureuse, autonome et dynamique ? Vous êtes connu(e) et reconnu(e) pour votre anticipation, votre réactivité, votre savoir-faire et surtout votre savoir-être ? Passionné(e) ? Rejoignez-nous.",2023-03-05T07:47:48.000Z,2024-01-04T10:04:33.000Z,D1503,Management/gestion de rayon produits non alimentaires,Chef de rayon bazar,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,67 - SCHILTIGHEIM,48.610895,7.741941,67300,67447,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503914,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28363103?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de Schiltigheim emploie 230 salariés dans des métiers alimentaires et non-alimentaires. I
Les 533 adhérents E.Leclerc exploitant 726 magasins indépendants en France, emploient 140.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 41 milliards d'euros (hors carburant) en 2021 et est le leader de la distribution française avec une part de marché de 22.5%.
Employeurs engagés, les centres E.Leclerc accueillent chaque année près de 4.0...",,,,,,,,,,,,
0503910,Mécanicien / Mécanicienne automobile (H/F),"Description du poste :
? Sous la responsabilité du Chef d'atelier, vous serez en charge des diagnostiques et contrôle visuel
des véhicules.
? Vous serez amené à diagnostiquer les problèmes techniques par une série de contrôle sans
démontage sur les véhicules des clients.
? Vous commenterez et expliquerez le diagnostic et les prestations à réaliser aux clients.
? Vous prioriserez les prestations à réaliser.
? Vous développerez le chiffre d'affaires de l'atelier par la pertinence de vos conseils.
Description du profil :
? CAP mécanique (ou supérieur)
? Passionné d'automobile
? Un bon contact client est impératif.
? Savoir faire preuve d'organisation, de rigueur, de méthodologie.
? Fort d'une capacité d'évolution et d'adaptation ou d'une expérience significative dans une fonction similaire, vous mettrez vos compétences techniques au service de nos clients.
? Expérience de 2 ou 3 ans minimum
? Connaissances sur les 2 roues fortement appréciées
CDI - 35H/semaine - Poste disponible de suite
Nous vous proposons une rémunération fixe + différents avantages :
- Prime annuelle
- Participation et intéressement aux bénéfices
- Mutuelle et prévoyance
- Avantages proposés par notre Comité social et économique
- Formation continue tout au long de votre carrière : consolidation et actualisation de vos connaissances
Envoyer CV et lettre de motivation à l'attention de Monsieur le Directeur à SAS Trente Ormeaux - 580 Avenue de Paris - CS 38512 - 79025 NIORT cedex ou par mail à***Pour consulter nos offres, rendez-vous sur :***",2023-03-05T07:47:45.000Z,2024-01-04T10:10:51.000Z,I1604,Mécanique automobile et entretien de véhicules,Mécanicien / Mécanicienne automobile,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,79 - NIORT,46.327372,-0.466291,79000,79191,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503910,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361251?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Créée en 1987 le centre E. Leclerc de NIORT emploie plus de 500 collaborateurs dans des métiers alimentaires et non-alimentaires.
Le Mouvement Leclerc c'est 529 adhérents E. Leclerc exploitant 662 magasins indépendants en France et employant 127.000 salariés. L'enseigne E. Leclerc a réalisé un chiffre d'affaires de 44,83 milliards d'euros en 2017 et est le leader de la distribution française avec une part de marché de 20,4 %.
Faire partie de l'enseigne E. LECLERC, c'est i...",,,,,,,,,,,,
0503881,Boulanger / Boulangère (H/F),"Description du poste :
les grandes missions du pâtissier (H/F)
Doté(e) d'une expérience significative au sein du rayon boulangerie pâtisserie, vous contribuez à la réalisation des objectifs commerciaux et économiques de votre rayon.
Vous maintenez une offre attractive grâce à votre connaissance des produits et du marché. Vous participez au développement du chiffre d'affaires par la maîtrise de l'approvisionnement de votre rayon .
Vous avez pour priorité la satisfaction du client : qualité d'accueil, d'écoute et de service. Vous êtes le garant de la bonne tenue du rayon (balisage, propreté, information produits, conformité d'étiquetage, prix,.) et vous êtes force de proposition auprès de votre responsable pour améliorer la qualité de service et l'offre commerciale.
Description du profil :
Diplômé(e) CAP à BAC avec une première expérience réussie en grande distribution (2 à 3 ans) , vous maîtrisez les règles d'hygiène et de traçabilité.
Salaire 28 K€ par an sur 13 mois + participation + intéressement",2023-03-05T07:47:37.000Z,2024-01-04T10:06:21.000Z,D1102,Boulangerie - viennoiserie,Boulanger / Boulangère,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,40 - MIMIZAN,44.195575,-1.247858,40200,40184,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503881,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361498?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de MIMIZAN emploie 200 salariés dans des métiers alimentaires et non-alimentaires.
Les 529 adhérents E.Leclerc exploitant 662 magasins indépendants en France, emploient 129.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 37,75 milliards d'euros (hors carburant) en 2018 et est le leader de la distribution française avec une part de marché de 21,6 %.
Faire partie de l'enseigne E.LECLERC, c'est intégrer une fédération d'entreprises...",,,,,,,,,,,,
0503860,Esthéticien / Esthéticienne (H/F),"Description du poste :
Nous recherchons pour notre Parfumerie/Institut Une Heure Pour Soi, un(e) esthéticien(ne) ayant les compétences suivantes :
- épilations
- soins visage
- soins corps
- manucure
Description du profil :
Diplôme CAP/BP esthétique exigé avec une expérience de 2 ans minimum
Poste à 35 H à pourvoir immédiatement",2023-03-05T07:47:31.000Z,2024-01-04T09:58:51.000Z,D1208,Soins esthétiques et corporels,Esthéticien / Esthéticienne,CDD,Contrat à durée déterminée - 1 Mois,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,17 - LAGORD,46.185176,-1.14961,17140,17200,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503860,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361286?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Les 529 adhérents E.Leclerc exploitant 662 magasins indépendants en France, emploient 127.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 44,83 milliards d'euros en 2017 et est le leader de la distribution française avec une part de marché de 20,4 %.
Faire partie de l'enseigne E.LECLERC, c'est intégrer une fédération d'entreprises dynamiques, en croissance et qui se démarquent autant par leur mode de fonctionnement que par leur capacité à innover et à...",,,,,,,,,,,,
0503831,Vendeur (H/F),"Description du poste :
Nous recrutons en CDI, un/une Docteur en pharmacie diplômé (H/F) expérimenté/e. Sous la responsabilité des Directeurs des deux centres E Leclerc de Montauban Aussonne et Sapiac, vous assurez le conseil à la clientèle & l'encadrement des équipes de vendeurs/euses ainsi que les commandes et vous contribuez à garantir les résultats économiques des deux parapharmacies.
Manager de terrain et bon gestionnaire, vous connaissez bien les produits, vous aimez le contact et savez faire preuve d'écoute et de pédagogie, et vous serez en charge des missions suivantes :
- Animer les équipes et assurer leur formation / animation / montée en compétences. Apporter par vos connaissances des produits, un appui au personnel dans les posologies et contre-indications.
- Etablir les plannings.
- Suivre et développer les ventes et adapter les gammes de produits aux besoins de votre clientèle : Recevoir les fournisseurs. Négocier les opérations promotionnelles, l'introduction de nouveaux produits, les retours. Etablir les prix de vente selon les objectifs qui vous sont indiqués.
- Faire progresser la satisfaction et la fidélisation de la clientèle en apportant votre conseil et en sachant répondre aux besoins de cette dernière.
- Coordonner les différentes activités (préparation des implantations, théâtralisations, opérations promotionnelles...) en cohérence avec la politique merchandising du groupe et en veillant à la bonne tenue des rayons. Superviser le balisage et les promotions.
Description du profil :
Titulaire du Diplôme d'Etat de Docteur en pharmacie et de l'inscription au tableau de l'Ordre des pharmaciens, vous possédez une expérience significative en officine et/ou parapharmacie.
- Qualités managériales et capacité à fédérer.
- Implication et disponibilité.
- Sens du service client.",2023-03-05T07:47:24.000Z,2024-01-04T09:59:28.000Z,D1214,Vente en habillement et accessoires de la personne,Vendeur / Vendeuse en parapharmacie,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,82 - MONTAUBAN,44.020606,1.363813,82000,82121,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503831,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361190?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Les 533 adhérents E.Leclerc exploitant 726 magasins indépendants en France, emploient 140.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 41 milliards d'euros (hors carburant) en 2021 et est le leader de la distribution française avec une part de marché de 22.5%.
Employeurs engagés, les centres E.Leclerc accueillent chaque année près de 4.000 alternants (dont 2800 apprentis) et 10.000 stagiaires pour concourir à leur formation. Ils s'investissent égalem...",,,,,,,,,,,,
0503829,Responsable adjoint du drive (H/F),"Description du poste :
Vous exercerez les fonctions de Responsable adjointe au Drive
Vos attributions peuvent se résumer d'une manière simplifiée en quatre grands domaines :
- aspect technique et connaissance des produits ;
- aspect gestion du rayon, achats, prix, législations diverses, détermination des marges, etc. ... (étiquetage), gestion des stocks ;
- aspect commercial : cet aspect est essentiel car la bonne marche d'un rayon dépend essentiellement du responsable qui s'y trouve. Il vous appartient donc de faire le nécessaire pour réaliser le meilleur chiffre d'affaires et donner satisfaction à la clientèle ;
- management commercial de votre équipe.
1) - Réception des marchandises
- Contrôle quantitatif et qualitatif des produits en concordance avec les bons de commande et de livraison.
- Signer les bordereaux de réception après contrôle des colis comme indiqué alinéa précédent.
- Retour éventuel des marchandises jusqu'à l'élaboration du bon d'avoir qui sera remis au bureau.
- Signaler immédiatement au responsable hiérarchique ou à la Direction toute anomalie.
2) - Présentation et tenue des rayons - hygiène
- Propreté - entretien : nettoyage hebdomadaire complet, devant et dessous de gondole à tout moment, nettoyage des rayonnages.
- Rayonnages pleins et bien rangés suivant le référencement de la Direction - suivre le listing établi.
- Assurer le garnissage journalier des rayons
- Suivre rigoureusement les D.L.C.
- Respect des réglementations dont vous êtes informés.
- Connaissance et utilisation des techniques et matériels de lutte contre le vol
- Assurer l'étiquetage et la publicité sur les rayons correspondant à la promotion
- Consulter préalablement à toute mise en place le responsable.
- Remplir les bordereaux selon les besoins en évitant :
. Les surstocks
. La pénurie.
- Tenir les cadenciers à jour
- Prendre les directives auprès du responsable ou de la direction.
- Respect des systèmes spécifiques de relations avec la Centrale : méthodes de commandes, d'achats, de livraisons, suivi, contrôle, etc ...
- Participe aux opérations d'inventaires
- Veiller à la bonne tenue du rayon : balisage, propreté, hygiène, etc.
- Proposer et réaliser l'adaptation des présentations et optimisation des produits
- Prendre les initiatives nécessaires pour l'organisation et l'amélioration du fonctionnement sur les points techniques mentionnés ci-dessus
- Proposer à son responsable et réalisation après son accord
- Contrôler les performances des collaborateurs
-Assurer le bon déroulement des répartitions des tâches affectés aux collaborateurs
- Maintenir la rigueur dans le suivi des préparations
Description du profil :
Vous bénéficiez d'une expérience réussie à un poste d'encadrement, idéalement 1 an acquis en drive et en management.
Vous êtes dynamique, rigoureux, motivé et faites preuve d'initiative.
Rejoignez notre équipe.",2023-03-05T07:47:24.000Z,2024-01-04T09:57:22.000Z,D1509,Responsable grande distribution,Adjoint(e) au responsable drive en grande distribution,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,37 - TOURS,47.395476,0.69472,37000,37261,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503829,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28362921?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Les adhérents du Mouvement E.Leclerc, entrepreneurs indépendants, partagent une même mission : permettre à chacun de vivre mieux en dépensant moins, grâce à des initiatives innovantes et responsables, en pratiquant les prix les plus bas à qualité comparable.
Faire partie de l'enseigne E.LECLERC, c'est intégrer une fédération d'entreprises dynamiques, en croissance et qui se démarquent autant par leur mode de fonctionnement que par leur capacité à innover et à bouleverser...",,,,,,,,,,,,
0503814,Employé / Employée de libre-service (H/F),"Description du poste :
Sous la responsabilité de votre supérieur hiérarchique, vous participez à la bonne marche du rayon auquel vous serez affecté :***Vous assurez l'approvisionnement et la mise en rayon des produits.
* Vous mettez en place les opérations commerciales.
* Vous êtes garant de la mise en valeur des produits.
* Vous gérez votre stock et suivez le réassortiment.
* Vous êtes vigilant concernant les règles d'hygiène.
* Vous accueillez et renseignez le client ou l'orientez vers le bon interlocuteur.
Description du profil :
Vous êtes ponctuel, souriant et aimable, vous avez le sens du commerce, de l'organisation.
Vous savez organiser votre travail de façon autonome, vous faites preuve de polyvalence.
Vos qualités relationnelles, votre sens du service client, votre dynamisme et votre enthousiasme, seront vos atouts pour réussir cette mission.",2023-03-05T07:47:19.000Z,2024-01-04T09:54:51.000Z,D1507,Mise en rayon libre-service,Employé / Employée de libre-service,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,59 - TEMPLEUVE EN PEVELE,50.534565,3.170614,59242,59586,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503814,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361419?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de Templeuve emplois 350 salariés dans des métiers alimentaires et non-alimentaires.
Avec 721 magasins, 135.000 collaborateurs et 536 adhérents en France, E.Leclerc est leader de la distribution en France, avec une part de marché de 21,6% et un chiffre d'affaires de 48,2 milliards d'euros en 2019.
Les adhérents du mouvement E.Leclerc, entrepreneurs indépendants, partagent une même mission : permettre à chacun de vivre mieux en dépensant moins, grâce à...",,,,,,,,,,,,
0503798,Responsable de la communication (H/F),"Description du poste :
Vos missions :
- Réalisation des différents supports de communication & marketing
- Analyse des opérations et de leur impact commercial
- Veille concurrentielle
- Mise en oeuvre de partenariat : sponsoring.....
- Pilotage du site internet et développement sur les réseaux sociaux
- Gestion de la communication interne en fonction de l'organisation du magasin
Description du profil :
Vous justifiez d'une formation supérieure dans les domaines de la communication ou du marketing
Vos points forts sont la créativité, la capacité d'analyse et vous faites preuve de fiabilité et de rigueur, n'hésitez plus ! venez nous rejoindre !",2023-03-05T07:47:12.000Z,2024-01-04T10:04:06.000Z,E1109,Directeur / Directrice de la communication,Responsable de la communication,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,77 - PROVINS,48.558668,3.297921,77160,77379,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0503798,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28361256?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le centre E.Leclerc de Provins emploie 245 salariés dans des métiers alimentaires et non-alimentaires. Il a été créé en 1991 et accueille chaque année plus de 1.6 Million de clients.
Les 533 adhérents E.Leclerc exploitant 726 magasins indépendants en France, emploient 140.000 salariés. L'enseigne E.Leclerc a réalisé un chiffre d'affaires de 41 milliards d'euros (hors carburant) en 2021 et est le leader de la distribution française avec une part de marché de 22.5%.
Emp...",,,,,,,,,,,,
